As of date,Confirmed cases,Probable cases,Total cases,Deaths,Reported recoveries,Affected health zones,Source
2020-06-25,3317,153,3470,2287,1171,29,https://www.who.int/emergencies/disease-outbreak-news/item/2020-DON284
